Word,Meaning,Pinyin,Example,Translation
黎明,rạng đông,límíng,黎明即起。,bình minh đến rồi.
交涉,"can thiệp,đàm phán, điều đình",jiāoshè,办交涉。,làm công tác can thiệp.
小麦,lúa mì,xiǎomài,,
战役,chiến dịch,zhànyì,渡江战役,chiến dịch vượt sông.
米,mét,mǐ,小米。,hạt kê.
北极,bắc cực,běijí,,
贸易,buôn bán,màoyì,对外贸易。,mua bán với nước ngoài.
终究,"chung quy, cuối cùng",zhōngjiù,一个人的力量终究有限。,chung quy sức lực của một người thì có hạn.
签订,ký,qiāndìng,两国签订了贸易议定书和支付协定。,hai nước đã kí kết nghị định thương mại và hiệp định chi trả.
品德,đạo đức,pǐndé,可贵的品德,đức tính đáng quý
鼓舞,cổ vũ,gǔwǔ,鼓舞人心,cổ vũ lòng người
同情,"đồng tình, thông cảm",tóngqíng,同情心,lòng thông cảm
程度,mức độ,chéngdù,文化程度。,trình độ văn hoá.
光芒,"tia sáng, hào quang",guāngmáng,光芒万丈,hào quang muôn trượng.
推辞,từ chối,tuīcí,,
靠拢,"dựa, dựa sát",kàolǒng,大家靠拢一 点。,mọi người dựa sát vào nhau một tý.
伯母,bác gái,bómǔ,,
要求,yêu cầu,yāoqiú,要求入党,hi vọng được vào Đảng.
然后,sau đó,ránhòu,学然后知不足。,học rồi mới biết là chưa đủ.
绝对,quyết định,juéduì,绝对服从。,phục tùng tuyệt đối.
缺点,"khuyết điểm, thiếu sót",quēdiǎn,,
优胜劣汰,"mạnh mẽ thì tồn tại, yếu kém thì bị đào thải",yōushèngliètài,,
裤子,quần,kùzi,一 条裤子。,một cái quần.
短促,"ngắn  ngủi, cấp bách",duǎncù,生命短促,mạng sống ngắn ngủi; sinh mệnh ngắn ngủi.
报名,ghi tên,bàomíng,报名投考,ghi tên dự thi
发火,nổi giận,fāhuǒ,发火点,điểm cháy.
歪,"nghiêng, lệch, xiêu vẹo",wāi,这堵墙歪 了。,bức tường này nghiêng rồi.
口气,"khẩu khí, giọng nói",kǒuqì,他的口气真不小。,giọng anh ấy thật không nhỏ.
概念,khái niệm,gàiniàn,基本概念。,khái niệm cơ bản.
还原,trở về trạng thái cũ,huányuán,,
守护,bảo vệ,shǒuhù,战士们日夜守护着祖国的边疆。,các chiến sĩ ngày đêm canh giữ vùng biên cương của tổ quốc.
和平,hòa bình,hépíng,和平环境,hoàn cảnh hoà bình
恼火,nổi cáu,nǎohuǒ,看你这脾气，动不动就恼火!,"coi tính mày kìa, chưa chi đã nổi nóng."
能干,"tài giỏi, giỏi",nénggàn,,
传递,"chuyền, chuyển",chuándì,,
鉴定,"đánh giá, giám định",jiàndìng,鉴定人。,người giám định.
精确,"chuẩn xác, chính xác",jīngquè,精确的计算。,tính toán chính xác.
梳子,"lược, cái lược",shūzi,,
密切,mật thiết,mìqiè,两人关系很密切。,hai người quan hệ mật thiết với nhau.
鉴于,"thấy rằng, xét thấy",jiànyú,鉴于党在国家和社会生活中的领导地位，党更加需要向党的一切组织和党员提出严格的要求。,"xét thấy địa vị lãnh đạo của Đảng trong đất nước và trong cuộc sống xã hội, Đảng càng nhất thiết phải có yêu cầu nghiêm khắc đối với các Đảng viên và các tổ chức hướng Đảng."
包括,bao gồm,bāokuò,怀念亲人，也包括在怀乡之情中。,nỗi nhớ người thân chất chứa trong nỗi nhớ quê nhà
高级,"cao cấp, nâng cao",gāojí,高级神经中枢,trung khu thần kinh cấp cao
航班,chuyến bay,hángbān,,
衣裳,quần áo,yīshang,,
落成,"hoàn thành, khánh thành",luòchéng,落成典礼。,lễ cắt băng khánh thành.
消化,tiêu hóa,xiāohuà,一次讲得太多，学生消化不了。,"một lần dạy nhiều quá, học sinh tiếp thu không nổi."
腐蚀,ăn mòn,fǔshí,氢氟酸腐蚀性很强，能腐蚀玻璃。,"tính ăn mòn của a-xít clo-hy-dric rất mạnh, có thể ăn mòn thuỷ tinh."
规章,"điều lệ, huấn thị, quy tắc",guīzhāng,规章制度,hệ thống điều lệ
盈利,"lợi nhuận, tiền lãi",yínglì,,
牢固,"lải nhải, lảm nhảm",láogù,基础牢固。,cơ sở vững chắc.
语法,ngữ pháp,yǔfǎ,描写语法,ngữ pháp miêu tả
成功,thành công,chénggōng,试验成功了。,thực nghiệm thành công.
偶尔,"đôi khi, thỉnh thoảng",ǒu'ěr,他常常写小说，偶尔也写写诗。,"anh ấy thường viết tiểu thuyết, thỉnh thoảng thì làm thơ."
部署,"sắp xếp, bố trí",bùshǔ,,
螺丝钉,đinh ốc,luósīdīng,,
优异,xuất sắc,yōuyì,成绩优异,thành tích xuất sắc nhất.
窜,"lủi, chuồn, chạy toán loạn",cuàn,流窜。,chạy toán loạn khắp nơi.
苏醒,tỉnh lại,sūxǐng,,
性命,tính mạng,xìngmìng,性命攸关。,có quan hệ đến tính mạng.
踏实,"thiết thực, thực tế",tàshí,,
哇,"oa oa, oe oe",wa,打得孩子哇叫,đánh con khóc oa oa.
门,"cửa, môn",mén,前门。,trước cửa.
愣,"sững sờ, ngây ra",lèng,发愣。,sững sờ.
算,"đếm, tính",suàn,珠算。,tính bằng bàn tính.
悬崖峭壁,chỉ nơi nguy hiểm như núi non vực sâu,xuányá qiàobì,,
烦恼,"lo lắng, buồn phiền",fánnǎo,自寻烦恼,tự chuốc phiền muộn
纵横,"tung hoành, ngang dọc",zònghéng,纵横交错,ngang dọc đan xen
予以,"cho, giúp cho",yǔyǐ,予以支持,ủng hộ
信,thư,xìn,信史。,chính sử
硬,cứng,yìng,坚硬,cứng rắn
甘心,"cam tâm, bằng lòng, cam chịu",gānxīn,甘心情意,cam lòng
铺,cửa hàng,pù,铺床。,trải giường chiếu.
打架,đánh nhau,dǎjià,有话好说，不能打架。,"chuyện đâu còn có đó, không nên đánh nhau."
圆,tròn,yuán,圆桌,bàn tròn
一旦,"một khi, chốc lát",yīdàn,毁于一旦。,bị huỷ diệt trong chốc lát; tan tành trong chốc lát
踢足球,đá bóng,tī zúqiú,,
想念,"nhớ, tưởng niệm",xiǎngniàn,他们在国外，时时想念着祖国。,"sống ở nước ngoài, họ luôn luôn nhớ về tổ quốc."
皇后,hoàng hậu,huánghòu,,
主意,"ý kiến, chủ ý",zhǔyì,大家七嘴八舌地一说，他倒拿不定主意了。,"kẻ nói qua người nói lại, làm cho anh ấy không có chủ kiến gì."
驻扎,"đóng quân, đồn trú",zhùzhá,,
胡须,râu,húxū,,
无能为力,bất lực,wúnéngwéilì,人对于自然界不是无能为力的。,đối với thiên nhiên con người không phải là bất lực.
吐,"nhowr, khạc",tǔ,吐核儿。,nhả hạt
暴露,lộ ra,bàolù,暴露目标,để lộ mục tiêu
过渡,"quá độ, chuyển sang",guòdù,过渡时期,thời kỳ quá độ
区分,phân biệt,qūfēn,敌我矛盾和人民内部矛盾是两种不同性质的矛盾，应该严格区分开来。,"mâu thuẫn giữa địch với ta và mâu thuẫn trong nội bộ nhân dân là hai loại mâu thuẫn có tính chất không giống nhau, cần phải phân biệt rõ ràng."
肥皂,xà bông,féizào,,
雷,sấm,léi,打雷。,có sấm; sấm dậy.
恢复,"khôi phục,phục hồi",huīfù,秩序恢复了。,khôi phục trật tự
畏,"sợ, lỗi sợ",wèi,大无畏,không hề biết sợ; chẳng sợ chút nào.
资深,"từng trải, thâm niên",zī shēn,资深望重,thâm niên vọng trọng
青,màu xanh,qīng,青天。,trời xanh.
家庭,gia đình,jiātíng,,
演习,diễn tập,yǎnxí,海军演习,hải quân diễn tập
面积,diện tích,miànjī,棉花种植面积。,Diện tích trồng bông
树立,thành lập,shùlì,树立榜样。,nêu gương.
负担,gánh nặng,fùdān,思想负担,gánh nặng tư tưởng
创立,"sáng lập, thành lập",chuànglì,,
鼻涕,nước mũi,bítì,,
储备,"dự trữ, để dành",chúbèi,储备粮食。,dự trữ lương thực.
临时,tạm thời,línshí,临时抱佛脚。,nước đến chân mới nhảy.
旋律,"huàn luật, vận động hài hòa của thanh âm",xuánlǜ,,
密码,mật khẩu,mìmǎ,,
争端,tranh chấp,zhēngduān,国际争端,tranh chấp quốc tế.
断断续续,"gián đoạn, không liên tục",duànduànxùxù,沿路可以听到断断续续的歌声。,dọc đường có thể nghe tiếng hát lúc rõ lúc không.
水,nước,shuǐ,汉水。,sông Hán.
根源,"căn nguyên, nguồn gốc",gēnyuán,寻找事故的根源。,truy tìm nguyên do sự cố
牵,kéo,qiān,大家手牵着手。,mọi người tay dắt tay.
思维,"tư duy, suy nghĩ",sīwéi,再三思维。,suy đi nghĩ lại.
根本,căn bản,gēnběn,应当从根本上考虑解决问题的方法。,nên nghĩ phương pháp giải quyết vấn đề từ căn bản.
冒充,"giả mạo, đội lốt",màochōng,冒充内行。,giả mạo ngành nghề.
出神,"xuất thần, say sưa",chūshén,老红军进述长征故事，大家听得出了神。,"cựu hồng quân kể lại những câu chuyện chinh chiến, mọi người say mê lắng nghe."
微笑,cười mỉm,wéixiào,,
争论,"tranh cãi, tranh luận",zhēnglùn,争论不休,tranh luận không ngớt.
奇迹,"kỳ tích, kỳ công",qíjī,群众的智慧和力量可以创造出人类历史上的奇迹。,trí tuệ và sức mạnh của quần chúng có thể sáng tạo nên những kỳ tích trong lịch sử nhân loại.
内,ở trong,nèi,内衣。,áo trong.
恩怨,ân oán,ēn yuàn,恩怨分明。,ân oán phân minh.
都,đều,dōu,全家都搞财贸工作。,cả nhà đều làm trong ngành mậu dịch tài chánh.
充当,"giữ chức, làm",chōngdāng,,
别致,"độc đáo, mới mẻ, khác thường",biézhì,这个收音机样子很别致。,kiểu dáng của máy thu thanh này thật độc đáo.
移民,di dân,yímín,移民海外。,di dân ra nước ngoài
企业,xí nghiệp,qǐyè,国营企业,xí nghiệp quốc doanh
摘,"hải, bẻ, ngắt, lấy",zhāi,摘梨,hái lê
元首,nguyên thủ,yuánshǒu,国家元首,nguyên thủ quốc gia.
故意,cố ý,gùyì,他故意把声音提高，好引起大家的注意。,anh ấy cố ý nói thật to để mọi người chú ý.
演奏,diễn tấu,yǎnzòu,,
检查,kiểm tra,jiǎnchá,检查身体。,kiểm tra sức khoẻ; khám sức khoẻ.
纪录,ghi chép,jìlù,,
特殊,đặc biệt,tèshū,情形特殊,tình hình đặc biệt
对照,"so sánh, đối chiếu",duìzhào,俄汉对照,đối chiếu Nga Hán
中断,"gián đoạn, ngắt quãng",zhōngduàn,供应中断,cung ứng bị gián đoạn.
称呼,xưng hô,chēnghu,你说我该怎么称呼她?,anh bảo tôi nên xưng hô như thế nào với cô ta?
风气,"bầu không khí, nếp sống",fēngqì,社会风气,nếp sống xã hội
平凡,bình thường,píngfán,他们在平凡的工作中做出了不平凡的成绩。,"trong những công việc bình thường, họ đã làm nên những chuyện phi thường."
操纵,"điều khiển, khống chế, thao thúng",cāozòng,无线电操纵。,điều khiển bằng vô tuyến điện
饺子,bánh sủi cảo,jiǎozi,,
廉洁,"trong sạch, liêm khiết",liánjié,廉洁奉公。,công bằng liêm khiết.
难,khóc,nán,难办。,khó làm.
选拔,lựa trọn,xuǎnbá,选拔赛,thi tuyển
响,"vang, kêu",xiǎng,响应。,hưởng ứng.
肥沃,"phì nhiêu, màu mỡ",féiwò,土壤肥沃,đất đai màu mỡ
登陆,"đổ bộ, lên bờ",dēnglù,登陆演习,diễn tập đổ bộ
挑剔,"soi mói, bới móc",tiāotì,她由于过分挑剔，跟谁也合不来。,"do cô ấy kén chọn quá, cho nên không hợp vói ai cả."
写作,sáng tác,xiězuò,,
感谢,cảm ơn,gǎnxiè,再三感谢,nhiều lần cảm ơn; vô cùng cảm ơn.
冲突,"xung đột,bmâu thuẫn",chōngtú,武装冲突。,xung đột vũ trang.
辛勤,siêng năng,xīnqín,,
民间,dân gian,mínjiān,民间文学。,văn học dân gian.
日用品,vật dụng hàng ngày,rìyòngpǐn,,
埋没,"chôn giấu, chôn cất",máimò,埋没人才。,vùi dập nhân tài.
会议,hoội nghị,huìyì,全体会议,hội nghị toàn thể
票,vé,piào,车票。,vé tàu.
袜子,bít tất,wàzi,,
农村,nông thôn,nóngcūn,,
境界,"ranh giới, địa giới",jìngjiè,思想境界。,mức độ tư tưởng.
题材,chủ đề,tícái,历史题材,đề tài lịch sử
攀登,"leo, trèo",pāndēng,攀登科学高峰。,vươn lên đỉnh cao của khoa học.
周年,đầy năm,zhōunián,周年纪念,kỉ niệm tròn một năm
抽象,trừu tượng,chōuxiàng,看问题要根据具体的事实，不能从抽象的定义出发。,xem xét vấn đề phải căn cứ vào hiện thực cụ thể chứ không thể xuất phát từ những khái niệm trừu tượng.
贯彻,"quán triệt, thông suốt",guànchè,贯彻始终,thông suốt từ đầu đến cuối
事故,"sự cố, tai nạn",shìgù,工伤事故。,công nhân gặp sự cố.
旋转,"xoay tròn, quay xung quanh",xuánzhuǎn,,
信号,tín hiệu,xìnhào,,
区域,"vùng, khu vực",qūyù,区域性。,tính khu vực.
要不然,hay là,yào bùrán,,
开除,"khai trừ, đuổi, đuổi ra",kāichú,开除党籍。,khai trừ khỏi Đảng.
希望,hy vọng,xīwàng,他从小就希望做一个医生。,từ nhỏ nó đã mong muốn trở thành một thầy thuốc.
相当,"tương đương, tương xứng",xiāngdāng,旗鼓相当。,thế lực ngang nhau; thế lực ngang ngửa.
安慰,an ủi,ānwèi,,
胸怀,mang trong lòng,xiōnghuái,胸怀大志,mang trong lòng chí lớn
还,"còn, ngoài ra",hái,十年没见了，她还那么年轻。,"mười năm không gặp, trông cô ấy vẫn còn trẻ."
突然,đột ngột,túrán,突然袭击,tập kích bất thình lình.
体谅,"lượng thứ, châm trước",tǐliàng,她心肠好，很能体谅人。,"cô ấy rất tốt bụng, rất thông cảm với mọi người."
神情,"vẻ, nét mặt, thần sắc",shénqíng,他脸上露出愉快的神情。,trên mặt anh ấy lộ vẻ vui tươi.
滋味,mùi vị,zīwèi,菜的滋味不错。,mùi vị món ăn rất tuyệt.
欣慰,mừng vui thanh thản,xīnwèi,,
基本,coơ bản,jīběn,人民是国家的基本。,nhân dân là nền tảng của quốc gia.
喊,kêu la,hǎn,喊口号,hô khẩu hiệu
晒,phơi nắng,shài,烈日晒得人头昏眼花。,nắng đến nỗi đầu váng mắt hoa.
眉毛,lông mày,méimáo,,
伤脑筋,hao tổn tâm trí,shāng nǎojīn,,
报仇,"trả thù, báo thù",bàochóu,报仇雪恨。,báo thù rửa hận
热门,"hấp dẫn, lôi cuốn",rèmén,热门货。,hàng hấp dẫn.
再见,tạm biệt,zàijiàn,,
打扰,làm phiền,dǎrǎo,工作时间，请勿打扰。,"trong thời gian làm việc, xin đừng quấy rầy."
天伦之乐,niềm vui gia đình,tiānlún zhī lè,,
冒险,"mạo hiểm, phiêu lưu",màoxiǎn,冒险家。,người mạo hiểm.
前提,tiền đề,qiántí,,
夕阳,lúc mặt trời lặn,xīyáng,夕阳西下。,mặt trời chiều chếch về phía tây; mặt trời lặn.
麻痹,bệnh tê liệt,mábì,麻痹大意。,lơ là sao lãng.
车厢,"thùng xe ô tô, toa hành khách",chēxiāng,,
条理,"trật tự, thứ tự",tiáolǐ,条理分明,thứ tự rõ ràng
纪念,kỷ niệm,jìniàn,用实际行动纪念先烈。,dùng hành động thực tế để tưởng niệm các liệt sĩ.
确保,bảo đảm chắc chắn,quèbǎo,加强田间管理，确保粮食丰收。,"tăng cường quản lí đồng ruộng, bảo đảm lương thực chắc chắn bội thu."
代表,"đại diện, thay mặt",dàibiǎo,人大代表,đại biểu đại hội nhân dân.
风俗,phong tục,fēngsú,风俗人情,phong tục lễ nghĩa.
副作用,tác dụng phụ,fùzuòyòng,这种药没有副作用。,loại thuốc này không có tác dụng phụ.
飘扬,"lay động, phất phơ, tung bay",piāoyáng,五星红旗迎风飘扬。,cờ đỏ sao vàng năm cánh bay phất phới trong gió.
批发,bán sỉ,pīfā,批发部。,cửa hàng bán sỉ.
妹妹,em gái,mèimei,叔伯妹妹。,em gái con chú con bác.
耳环,bông tai,ěrhuán,,
事态,"tình thế, tình hình",shìtài,事态严重。,tình hình nghiêm trọng.
渣,cặn,zhā,油渣儿。,cặn dầu
承受,chịu đựng,chéngshòu,在革命斗争中，要承受住各种考验,trong đấu tranh cách mạng phải chấp nhận mọi sự thử thách.
